fecha,producto,region,precio,vendidos,ingreso_total
2026-05-28,Mouse,Norte,26.49,3,79.47
2026-05-28,Audifonos,Centro,58.51,14,819.14
2026-05-29,Laptop,Norte,771.93,12,9263.16
2026-05-29,Mouse,Centro,25.32,3,75.96
2026-05-29,Monitor,Norte,296.92,1,296.92
2026-05-30,Laptop,Centro,756.36,10,7563.6
2026-05-30,Teclado,Centro,42.02,14,588.28
2026-05-30,Mouse,Sur,24.82,3,74.46
2026-05-30,Audifonos,Sur,65.42,2,130.84
2026-05-30,Webcam,Occidente,36.21,10,362.1
2026-05-31,Monitor,Norte,293.93,5,1469.65
2026-05-31,Monitor,Occidente,306.47,7,2145.29
2026-06-01,Webcam,Sur,41.72,11,458.92
2026-06-01,Audifonos,Norte,56.35,7,394.45
2026-06-01,Audifonos,Occidente,65.46,4,261.84
2026-06-02,Teclado,Centro,42.27,13,549.51
2026-06-02,Webcam,Centro,36.81,13,478.53
2026-06-02,Monitor,Occidente,301.39,14,4219.46
2026-06-02,Teclado,Norte,47.73,3,143.19
2026-06-03,Mouse,Occidente,26.09,2,52.18
2026-06-03,Laptop,Norte,786.17,9,7075.53
2026-06-03,Webcam,Centro,36.99,12,443.88
2026-06-03,Mouse,Centro,25.13,7,175.91
2026-06-03,Laptop,Sur,749.64,8,5997.12
2026-06-04,Monitor,Occidente,275.22,6,1651.32
2026-06-04,Laptop,Occidente,726.95,10,7269.5
2026-06-04,Teclado,Norte,45.91,6,275.46
2026-06-04,Audifonos,Sur,61.12,10,611.2
2026-06-04,Laptop,Centro,817.76,10,8177.6
2026-06-05,Audifonos,Sur,64.8,1,64.8
2026-06-05,Mouse,Centro,26.4,2,52.8
2026-06-06,Teclado,Occidente,44.31,10,443.1
2026-06-06,Laptop,Sur,842.66,10,8426.6
2026-06-06,Laptop,Centro,813.86,1,813.86
2026-06-06,Teclado,Occidente,48.27,7,337.89
2026-06-06,Audifonos,Norte,56.14,5,280.7
2026-06-07,Teclado,Occidente,42.36,11,465.96
2026-06-07,Mouse,Norte,24.45,13,317.85
2026-06-07,Laptop,Sur,742.68,3,2228.04
2026-06-07,Audifonos,Sur,58.85,6,353.1
2026-06-08,Laptop,Norte,722.53,8,5780.24
2026-06-08,Monitor,Sur,276.25,10,2762.5
2026-06-09,Mouse,Occidente,23.87,14,334.18
2026-06-09,Monitor,Occidente,308.72,4,1234.88
2026-06-09,Teclado,Norte,43.41,11,477.51
2026-06-10,Laptop,Centro,731.11,1,731.11
2026-06-10,Monitor,Sur,310.18,12,3722.16
2026-06-10,Teclado,Occidente,45.36,6,272.16
2026-06-11,Mouse,Centro,25.16,13,327.08
2026-06-11,Mouse,Centro,23.45,2,46.9
2026-06-11,Monitor,Sur,291.78,3,875.34
2026-06-11,Mouse,Centro,24.83,8,198.64
2026-06-11,Webcam,Occidente,36.71,5,183.55
2026-06-12,Audifonos,Centro,63.06,7,441.42
2026-06-12,Mouse,Sur,24.61,7,172.27
2026-06-13,Monitor,Norte,288.05,8,2304.4
2026-06-13,Monitor,Centro,325.63,13,4233.19
2026-06-13,Monitor,Centro,279.14,5,1395.7
2026-06-13,Monitor,Occidente,316.12,1,316.12
2026-06-13,Laptop,Sur,803.35,6,4820.1
2026-06-14,Mouse,Occidente,26.28,1,26.28
2026-06-14,Audifonos,Occidente,60.08,4,240.32
2026-06-14,Mouse,Norte,22.68,1,22.68
2026-06-15,Mouse,Norte,24.3,5,121.5
2026-06-15,Mouse,Centro,23.7,1,23.7
2026-06-15,Teclado,Centro,44.07,7,308.49
2026-06-15,Mouse,Occidente,26.87,6,161.22
2026-06-16,Webcam,Centro,40.6,12,487.2
2026-06-16,Audifonos,Occidente,56.5,1,56.5
2026-06-16,Mouse,Sur,26.59,3,79.77
2026-06-16,Webcam,Occidente,40.26,14,563.64
2026-06-17,Teclado,Occidente,42.41,14,593.74
2026-06-17,Laptop,Centro,784.48,2,1568.96
2026-06-17,Teclado,Sur,42.51,14,595.14
2026-06-18,Mouse,Occidente,27.16,2,54.32
2026-06-18,Laptop,Norte,857.92,4,3431.68
2026-06-18,Webcam,Norte,40.85,6,245.1
2026-06-18,Webcam,Norte,38.54,3,115.62
2026-06-18,Laptop,Sur,743.42,5,3717.1
2026-06-19,Audifonos,Sur,60.07,4,240.28
2026-06-19,Audifonos,Occidente,63.32,12,759.84
2026-06-19,Audifonos,Centro,60.07,2,120.14
2026-06-20,Monitor,Centro,308.45,13,4009.85
2026-06-20,Teclado,Sur,45.92,7,321.44
2026-06-21,Teclado,Norte,47.53,10,475.3
2026-06-21,Laptop,Sur,797.54,2,1595.08
2026-06-21,Audifonos,Centro,62.34,9,561.06
2026-06-21,Teclado,Norte,41.78,9,376.02
2026-06-22,Webcam,Sur,36.81,12,441.72
2026-06-22,Laptop,Occidente,821.31,8,6570.48
2026-06-22,Laptop,Norte,818.44,4,3273.76
2026-06-22,Audifonos,Occidente,61.87,6,371.22
2026-06-22,Mouse,Centro,26.46,14,370.44
2026-06-23,Audifonos,Centro,58.41,12,700.92
2026-06-23,Webcam,Sur,37.42,13,486.46
2026-06-23,Webcam,Norte,36.09,2,72.18
2026-06-23,Webcam,Centro,39.35,6,236.1
2026-06-23,Audifonos,Sur,62.17,8,497.36
2026-06-24,Audifonos,Norte,57.88,10,578.8
2026-06-24,Mouse,Norte,27.38,2,54.76
2026-06-24,Audifonos,Norte,54.51,1,54.51
2026-06-24,Teclado,Norte,45.43,5,227.15
2026-06-25,Audifonos,Sur,55.53,2,111.06
2026-06-25,Monitor,Occidente,314.24,8,2513.92
2026-06-25,Teclado,Norte,46.03,13,598.39
2026-06-25,Webcam,Sur,42.28,13,549.64
2026-06-25,Laptop,Norte,736.34,8,5890.72
2026-06-26,Laptop,Norte,849.42,13,11042.46
2026-06-26,Laptop,Sur,,12,10426.2
2026-06-27,Audifonos,Occidente,61.65,2,123.3
2026-06-27,Teclado,Sur,46.23,1,46.23
2026-06-27,Monitor,Centro,301.1,3,903.3
2026-06-27,Audifonos,Occidente,65.86,7,461.02
2026-06-27,Audifonos,Occidente,54.5,9,490.5
2026-06-28,Teclado,Norte,41.15,8,329.2
2026-06-28,Teclado,Occidente,40.82,4,163.28
2026-06-28,Audifonos,Occidente,58.24,14,815.36
2026-06-28,Monitor,Centro,328.24,3,984.72
2026-06-29,Teclado,Occidente,43.69,10,436.9
2026-06-29,Audifonos,Norte,61.92,8,495.36
2026-06-29,Mouse,Sur,22.91,12,274.92
2026-06-29,Laptop,Centro,845.2,8,6761.6
2026-06-30,Laptop,Sur,826.78,3,2480.34
2026-06-30,Laptop,Occidente,818.4,14,11457.6
